Normalize,Type,Datetime,Li7(LR)_AVG,Li7(LR)_STD,Rh103(LR)_AVG,Rh103(LR)_STD,Sn118(LR)_AVG,Sn118(LR)_STD,Ba138(LR)_AVG,Ba138(LR)_STD,Ce140(LR)_AVG,Ce140(LR)_STD,Ta181(LR)_AVG,Ta181(LR)_STD,W184(LR)_AVG,W184(LR)_STD,Pb207(LR)_AVG,Pb207(LR)_STD,Ti47(MR)_AVG,Ti47(MR)_STD,Ti48(MR)_AVG,Ti48(MR)_STD,Cr52(MR)_AVG,Cr52(MR)_STD,Mn55(MR)_AVG,Mn55(MR)_STD,Co59(MR)_AVG,Co59(MR)_STD,Ni60(MR)_AVG,Ni60(MR)_STD,Cu63(MR)_AVG,Cu63(MR)_STD,Zn66(MR)_AVG,Zn66(MR)_STD,Ge72(MR)_AVG,Ge72(MR)_STD,Mo98(MR)_AVG,Mo98(MR)_STD,Rh103(MR)_AVG,Rh103(MR)_STD,Ce140(MR)_AVG,Ce140(MR)_STD,Hf178(MR)_AVG,Hf178(MR)_STD,Hf180(MR)_AVG,Hf180(MR)_STD
1,HOT,2023-11-13 15:35:12,244.4,13.8,210019.3,361.8,40.6,17.7,6.3,4.4,15.6,8.8,256.3,53.0,34.4,4.4,4.7,2.2,4.2,5.9,6.3,4.4,70.0,28.3,4.8,2.1,0.0,0.0,3.1,4.4,6.3,4.4,0.0,0.0,36.4,2.9,0.0,0.0,7620.0,93.1,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-11-15 16:51:31,200.9,15.5,192616.4,328.3,34.0,2.4,9.0,4.3,16.0,7.9,839.3,63.1,31.9,3.2,4.9,3.2,13.9,6.0,47.9,9.1,354.6,28.4,0.7,1.2,0.0,0.0,5.6,3.2,5.1,3.1,0.0,0.0,102.0,44.7,1.4,2.4,7662.9,222.5,2.1,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-11-17 13:50:37,189.5,23.1,170796.3,2845.9,50.0,2.1,19.4,12.6,9.7,5.2,393.1,64.4,16.7,2.1,6.9,3.2,0.7,1.2,3.5,4.3,231.8,17.5,2.2,3.8,0.0,0.0,1.4,1.2,4.2,4.2,0.7,1.2,96.4,5.9,0.7,1.2,8215.1,131.9,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-11-17 16:06:23,235.9,44.5,178941.3,376.7,47.9,18.2,22.9,7.5,11.2,6.2,237.5,2.1,26.4,3.2,11.8,3.2,0.7,1.2,5.4,2.8,274.8,48.5,1.4,1.2,0.7,1.2,0.7,1.2,2.8,3.2,0.0,0.0,90.4,22.5,2.1,3.6,8452.3,211.8,1.4,1.2,0.7,1.2,0.0,0.0
1,HOT,2023-11-20 10:12:18,265.7,5.8,179784.4,1266.4,24.3,1.2,4.9,4.3,35.4,12.7,209.7,15.6,27.1,10.4,2.1,2.1,0.7,1.2,7.2,3.6,141.6,39.7,0.7,1.2,0.7,1.2,6.9,7.3,2.1,2.1,0.0,0.0,72.2,24.9,0.0,0.0,8160.8,184.9,2.2,3.8,0.0,0.0,0.0,0.0
1,HOT,2023-11-21 14:12:05,313.9,31.3,171295.3,1481.2,53.5,5.2,18.7,13.0,77.8,4.8,1703.3,93.8,76.4,12.0,11.1,1.2,13.4,19.8,10.4,4.2,1112.8,60.4,8.1,8.6,0.7,1.2,6.2,3.6,2.8,3.2,0.0,0.0,151.2,14.4,1.4,1.2,8635.8,133.3,20.1,26.0,7.6,11.5,5.6,9.6
1,HOT,2023-11-22 08:11:56,220.3,22.8,156166.9,740.1,20.3,6.6,20.3,6.6,23.4,11.0,608.0,37.6,21.9,4.4,46.9,4.4,6.7,9.4,18.8,4.4,1002.1,0.0,13.6,19.3,0.0,0.0,3.1,4.4,1.6,2.2,0.0,0.0,83.4,11.8,1.6,2.2,8029.0,139.6,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-11-27 17:15:29,314.5,32.7,180340.6,1936.7,56.9,8.4,13.9,6.7,22.2,13.4,5460.0,128.6,66.0,12.6,6.9,2.4,9.7,13.4,29.2,5.5,958.0,33.1,4.2,4.2,1.4,2.4,8.3,2.1,4.2,0.0,5.6,1.0,167.8,18.4,0.7,1.2,10464.9,186.5,1.4,1.2,0.0,0.0,1.4,2.4
1,HOT,2023-11-28 14:27:22,282.4,15.7,177537.0,1887.2,38.9,15.9,13.9,6.7,26.4,8.4,789.9,50.1,25.0,2.1,4.9,1.2,98.9,39.0,27.8,6.7,1946.0,18.9,15.0,15.4,22.4,16.4,8.3,5.5,12.3,1.7,3.5,4.3,171.2,27.4,1.4,2.4,10663.2,289.0,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-11-28 16:47:23,311.9,6.7,189277.8,1941.5,40.6,8.8,6.3,0.0,25.0,8.8,747.2,57.5,43.8,8.8,134.4,35.4,73.1,10.9,34.4,0.0,1378.4,117.7,15.8,3.4,5.8,8.2,4.7,2.2,3.1,4.4,8.9,0.7,130.8,0.0,0.0,0.0,10580.3,55.4,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-11-30 17:05:08,5019.3,37.6,263321.6,9861.8,131.3,17.7,90.6,0.0,67.2,11.0,12943.5,112.8,121.9,35.4,218.8,8.8,470.5,17.8,26.6,15.5,5477.6,357.3,47.6,14.3,50.0,8.9,3419.3,99.8,555.7,28.8,75.0,4.4,252.5,29.6,20.3,28.7,17007.2,933.4,17.7,20.5,0.0,0.0,4.7,6.6
1,HOT,2023-12-05 17:29:35,3343.8,119.5,225162.7,1372.4,125.0,0.0,326.6,28.7,101.6,15.5,26709.7,28.9,114.1,19.9,44.9,32.5,4.7,2.2,9.4,0.0,54.7,6.6,87.5,0.0,39.1,2.2,754.6,57.5,234.6,93.0,1.6,2.2,38.6,16.1,6.3,4.4,8371.0,166.2,1.6,2.2,0.0,0.0,3.1,4.4
1,HOT,2023-12-06 13:54:21,6165.8,92.6,239474.0,4131.6,117.4,23.7,190.3,56.9,52.8,11.5,1391.9,39.7,104.2,21.8,56.9,8.4,2.1,3.6,18.7,5.5,38.9,13.6,25.0,7.5,31.9,4.3,1152.1,45.0,199.3,18.7,1.4,2.4,118.8,10.4,4.2,2.1,9196.7,239.3,2.1,3.6,0.7,1.2,0.0,0.0
1,HOT,2023-12-06 17:12:36,3133.6,58.8,258880.5,2433.2,61.150000000000000,12.45,97.65,30.0,27.45,7.55,835.2,26.200000000000000,58.35,14.65,30.3,6.5,2.8,3.95,30.200000000000000,6.35,26.4,11.150000000000000,13.2,4.95,16.3,2.75,678.15,35.15,108.35000000000000,12.7,1.4,1.8000000000000000,112.15,16.7,2.1,1.05,11579.6,199.5,1.75,3.0,0.7,1.2,0.35,0.6
1,HOT,2023-12-07 15:44:05,101.4,25.0,59965.7,408.0,4.9,1.2,5.0,3.1,2.1,3.6,278.5,12.7,12.5,7.5,3.7,4.6,3.5,4.3,41.7,7.2,13.9,8.7,1.4,2.4,0.7,1.2,204.2,25.3,17.4,6.7,1.4,1.2,105.5,23.0,0.0,0.0,10499.4,144.2,1.4,2.4,0.7,1.2,0.7,1.2
1,HOT,2023-12-08 15:43:44,258.1,5.3,274273.9,3840.5,85.4,25.3,40.3,10.7,25.7,5.2,9684.7,72.6,106.9,14.8,38.9,4.3,2.1,0.0,87.2,129.3,699.5,80.1,1.4,1.2,2.8,2.4,176.4,7.3,20.1,5.2,2.8,3.2,106.2,23.9,1.4,1.2,11665.1,131.4,0.7,1.2,0.7,1.2,0.0,0.0
1,HOT,2023-12-09 10:10:47,426.8,63.2,260874.1,554.0,109.4,4.4,82.8,19.9,56.3,26.5,479.8,19.9,62.5,17.7,17.2,6.6,1.6,2.2,20.3,2.2,9.4,0.0,0.0,0.0,7.8,2.2,319.2,48.8,53.2,17.7,10.9,2.2,28.2,1.3,1.6,2.2,9504.1,110.9,1.6,2.2,1.6,2.2,0.0,0.0
1,HOT,2023-12-09 14:47:29,421.6,54.9,293848.9,9267.1,84.0,64.7,155.6,199.5,176.5,166.0,304.3,221.1,100.0,29.5,112.5,180.5,0.9,1.5,9.0,2.4,12.1,10.4,1.4,1.2,1.4,1.2,42.4,6.7,8.3,3.6,0.7,1.2,51.6,1.7,0.0,0.0,10372.8,97.0,4.2,3.6,0.0,0.0,0.0,0.0
1,HOT,2023-12-11 14:09:29,244.5,19.0,90651.2,931.1,9.8,6.2,5.6,1.2,20.1,11.5,245.1,13.4,17.4,5.2,2.1,0.0,3.5,2.4,25.0,2.1,13.2,3.2,0.0,0.0,0.0,0.0,9.7,3.2,11.1,4.3,0.7,1.2,127.4,38.2,0.0,0.0,11743.8,236.0,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-12-11 17:09:02,811.5,32.3,327957.8,4288.7,42.4,7.3,29.9,2.4,135.4,5.5,231.9,24.7,69.4,13.6,12.3,7.4,4.9,5.2,27.8,7.3,13.2,4.3,2.2,2.2,0.7,1.2,9.0,4.8,10.4,3.6,1.4,2.4,114.8,11.6,2.1,2.1,11804.4,337.6,18.7,21.7,2.8,3.2,5.6,9.6
1,HOT,2023-12-12 14:31:18,995.7,53.7,325294.6,1922.6,74.3,31.3,70.1,9.6,241.8,196.0,425.1,47.0,97.9,17.8,10.4,5.5,5.6,6.0,44.4,9.6,61.6,62.8,4.2,2.1,0.0,0.0,21.5,4.3,11.1,2.4,2.1,2.1,113.5,30.4,2.8,3.2,11383.3,162.9,8.5,3.9,1.4,2.4,0.0,0.0
1,HOT,2023-12-12 16:39:56,683.7,60.6,324580.3,4881.3,129.9,16.2,105.6,20.6,234.7,6.7,358.3,45.1,102.8,3.2,11.1,3.2,10.6,7.2,75.0,10.5,27.1,27.1,1.4,2.4,0.0,0.0,17.4,10.3,11.8,7.3,3.5,4.3,128.1,11.2,3.8,3.6,11451.4,50.5,4.2,4.2,0.0,0.0,0.7,1.2
1,HOT,2023-12-13 14:07:26,896.7,59.9,306498.1,3415.1,115.6,30.9,85.9,11.0,79.7,6.6,553.2,22.2,85.9,15.5,9.4,8.8,1.6,2.2,14.1,6.6,87.9,102.2,0.0,0.0,3.1,4.4,4.7,2.2,14.1,2.2,6.3,4.4,55.5,33.5,0.0,0.0,9843.9,117.5,4.7,2.2,0.0,0.0,0.0,0.0
1,HOT,2023-12-13 16:57:43,885.1,22.4,285415.0,4697.4,85.4,16.5,117.4,93.5,33.3,28.0,345.9,37.7,57.6,14.8,9.0,3.2,0.0,0.0,4.3,2.1,20.1,11.8,0.7,1.2,0.7,1.2,9.5,1.4,10.4,7.5,4.2,5.5,130.9,33.7,0.0,0.0,9885.0,260.3,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-12-15 11:57:44,554.9,38.4,321961.6,2766.6,96.5,13.6,21.5,4.3,68.7,7.2,131.9,18.0,45.1,18.0,3.5,4.3,4.0,2.0,10.4,7.5,9.0,2.4,0.0,0.0,1.4,1.2,5.6,2.4,4.9,2.4,2.1,2.1,184.3,31.0,2.1,3.6,13667.5,358.6,2.1,2.1,0.0,0.0,0.7,1.3
1,HOT,2023-12-17 11:34:07,561.8,31.8,335212.8,2217.3,54.9,15.1,203.5,14.2,70.1,10.3,118.1,9.4,49.3,19.7,13.9,6.0,1.6,2.7,13.9,1.2,11.1,1.2,0.7,1.2,1.4,1.2,6.9,3.2,13.9,5.2,2.1,0.1,102.8,18.7,0.7,1.2,13771.0,283.9,3.6,2.3,0.0,0.0,1.4,1.2
1,HOT,2023-12-18 14:13:52,736.1,132.3,319221.8,6373.2,79.7,15.5,53.1,22.1,165.6,22.1,19515.5,50.8,157.8,24.3,1.6,2.2,3.1,0.0,39.1,11.1,7.8,2.2,0.0,0.0,1.6,2.2,9.4,4.4,15.6,4.4,8.0,6.3,80.8,27.2,1.6,2.2,13200.0,53.2,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-12-21 11:44:13,520.2,54.8,303053.9,2730.5,143.7,25.3,189.6,42.1,180.6,27.7,228.5,28.0,50.0,15.0,12.0,2.9,6.2,3.6,26.4,8.4,31.2,3.6,10.4,0.0,6.9,2.4,27.8,19.7,18.1,6.7,4.2,2.1,198.0,17.6,4.4,4.4,18955.1,327.9,12.5,5.5,0.0,0.0,0.7,1.2
1,HOT,2023-12-21 17:49:10,204.1,19.7,244607.7,2204.5,52.1,9.5,24.3,6.7,77.8,13.9,5170.8,83.5,102.8,10.5,8.3,5.5,3.5,4.3,49.3,32.4,620.9,5.5,22.2,29.6,13.2,19.4,9.7,1.2,14.6,11.0,4.2,3.6,120.4,25.1,3.5,6.0,16293.8,422.1,15.3,11.5,2.8,3.2,4.2,5.5
1,HOT,2023-12-31 11:31:57,410.6,20.5,236447.4,956.4,43.8,17.7,12.5,13.3,85.9,19.9,2694.6,90.7,56.3,13.3,104.7,11.0,3.2,0.1,17.2,2.2,53.1,8.8,1.6,2.2,3.1,4.4,10.9,11.0,21.9,0.0,1.6,2.2,66.9,4.5,0.0,0.0,15023.4,246.0,3.1,4.4,0.0,0.0,0.0,0.0
1,HOT,2023-12-31 16:15:46,437.7,42.0,251474.7,2294.5,66.0,9.4,18.7,3.6,101.4,15.1,4153.5,270.2,62.5,8.3,20.8,11.6,4.9,1.2,22.9,6.3,28.5,10.3,2.1,3.6,2.8,1.2,10.4,7.2,11.8,3.2,4.2,2.1,199.9,24.9,6.3,7.2,15861.9,416.3,4.9,3.2,0.0,0.0,0.0,0.0
1,HOT,2024-01-03 08:28:22,247.5,31.5,212238.5,2123.4,34.0,16.8,20.1,10.5,52.1,13.0,3852.4,91.2,59.7,16.2,93.1,11.5,2.8,1.2,863.1,1455.2,11.8,6.7,1.4,1.2,1.4,1.2,13.2,10.3,29.2,5.5,0.7,1.2,173.8,54.5,1.4,1.2,14332.5,285.0,2.1,2.1,0.0,0.0,2.1,2.1
1,HOT,2024-01-05 13:47:04,347.8,3.2,246099.1,1551.5,45.3,6.6,110.9,15.5,57.8,2.2,13308.4,318.8,85.9,46.4,4.7,2.2,6.3,4.4,23.4,11.0,264.3,19.8,0.0,0.0,0.0,0.0,6.3,4.4,17.2,2.2,4.2,5.9,22.2,13.7,0.0,0.0,15485.7,421.4,7.8,2.2,0.0,0.0,0.0,0.0
1,HOT,2024-01-09 17:14:10,343.2,70.9,246511.4,1055.6,35.4,2.1,29.2,18.0,99.3,11.8,221.5,20.0,84.0,30.9,5.6,2.3,1.4,1.2,42.4,6.4,13.9,2.4,2.1,2.1,0.0,0.0,5.6,1.2,11.8,4.8,1.4,2.4,171.4,33.6,1.4,1.2,15990.4,125.0,6.2,3.6,0.0,0.0,0.7,1.2
1,HOT,2024-01-09 19:50:09,348.0,73.7,253558.4,2456.4,34.4,4.4,60.9,2.2,48.4,15.5,82.8,33.1,85.9,28.7,6.3,4.4,3.1,0.0,50.0,4.4,12.5,13.3,0.0,0.0,0.0,0.0,4.9,2.5,3.1,4.4,1.6,2.2,52.3,3.2,0.0,0.0,16182.0,341.4,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2024-01-10 08:17:47,277.1,37.3,227989.0,428.5,33.3,5.5,18.7,5.5,44.4,5.2,199.3,25.7,59.0,10.5,14.6,3.6,79.9,11.5,943.6,33.4,6.9,6.0,0.7,1.2,0.0,0.0,6.2,0.0,14.6,5.5,2.8,4.8,145.4,12.8,2.1,2.1,14985.7,425.0,3.5,2.4,0.0,0.0,0.0,0.0
1,HOT,2024-01-15 18:35:36,333.6,13.9,235740.2,2359.1,57.0,22.1,21.5,4.3,54.2,3.6,41.0,5.2,42.4,17.3,6.9,3.2,88.9,11.5,800.4,25.3,26.4,24.9,15.3,14.6,22.9,19.9,15.3,8.7,6.2,9.1,4.6,8.0,155.6,19.2,0.7,1.2,15386.5,265.9,7.6,6.0,4.2,3.6,26.4,42.1
1,HOT,2024-01-15 21:50:37,459.1,14.8,252057.8,1358.6,66.7,17.1,13.2,8.7,52.1,14.6,41.7,5.5,47.9,3.6,2.1,3.6,45.8,2.1,492.4,10.3,14.6,6.2,2.8,3.2,4.2,4.2,12.5,3.6,3.5,3.2,0.7,1.2,157.3,15.1,2.8,1.2,15765.0,216.0,8.3,3.6,0.7,1.2,0.0,0.0
1,HOT,2024-01-16 12:52:34,214.1,24.4,262335.5,2149.9,45.1,4.3,9.7,4.8,61.1,12.6,3212.1,128.7,95.1,12.6,4.2,5.5,56.2,14.4,539.0,46.1,13.9,4.8,2.1,2.1,2.1,2.1,16.7,9.1,5.6,3.2,10.4,2.5,143.3,12.8,0.7,1.2,16163.7,222.0,6.2,2.1,1.4,2.4,1.4,2.4
1,HOT,2024-01-17 13:42:33,464.8,40.4,292180.0,1840.6,77.1,21.8,6.9,6.4,97.2,11.5,2672.5,58.4,45.8,14.6,2.8,1.2,31.2,13.7,320.8,61.1,11.8,3.2,2.1,3.6,1.4,2.4,23.6,2.4,13.6,8.3,4.9,4.3,215.9,20.6,2.8,4.8,18433.5,286.3,4.2,2.1,0.7,1.2,0.0,0.0
1,HOT,2024-01-22 12:28:19,392.6,26.65,267740.6,1811.9500000000000,63.55,19.8,30.9,6.4,78.8,11.25,1449.8,42.0,45.8,15.150000000000000,3.9,2.2,25.65,11.05,259.35,34.15,12.850000000000000,3.2,4.15,3.9000000000000000,2.8,1.2,21.15,3.95,7.5,4.75,6.25,4.3,179.60000000000000,27.3,2.8,3.6000000000000000,16690.4,123.2,4.550000000000000,3.6500000000000000,0.7,1.2,0.7,0.6
1,HOT,2024-01-23 11:55:16,296.0,16.55,250116.90000000000,1919.35,33.0,16.6,32.3,5.800000000000000,47.2,9.7,182.65000000000000,27.6,36.100000000000000,14.150000000000000,4.25,3.75,22.200000000000000,5.800000000000000,206.25,12.7,10.75,2.8,4.15,3.1500000000000000,2.8,1.2,13.150000000000000,4.35,1.0500000000000000,1.2,6.25,5.5,152.85000000000000,26.1,3.15,3.3500000000000000,15419.1,332.3,3.1500000000000000,3.8,0.35,0.6,2.1000000000000000,1.8000000000000000
1,HOT,2024-01-23 15:21:36,320.4,12.9,243301.2,1783.3,50.0,17.8,54.9,6.4,60.4,11.0,227.1,25.6,45.8,15.7,5.0,3.2,20.1,8.4,197.9,7.2,13.9,3.2,6.2,4.2,4.2,0.0,18.7,5.5,1.4,1.2,7.6,4.3,143.3,34.0,2.8,2.4,15986.8,427.9,4.9,5.2,0.7,1.2,1.4,1.2
1,HOT,2024-01-24 09:05:12,271.6,20.2,256932.6,2055.4,16.0,15.4,9.7,5.2,34.0,8.4,138.2,29.6,26.4,12.6,3.5,4.3,24.3,3.2,214.6,18.2,7.6,2.4,2.1,2.1,1.4,2.4,7.6,3.2,0.7,1.2,4.9,6.7,162.4,18.2,3.5,4.3,16850.2,187.7,1.4,2.4,0.0,0.0,2.8,2.4
1,HOT,2024-01-25 11:19:32,287.1,39.0,262999.8,721.1,17.4,9.4,4.9,4.8,23.6,3.2,47.9,3.6,25.7,6.0,6.9,8.7,17.4,8.7,197.2,18.8,8.3,4.2,0.0,0.0,0.7,1.2,5.6,9.6,3.5,3.2,6.2,9.1,153.1,15.3,0.7,1.2,17036.1,398.1,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2024-01-26 15:32:24,327.7,9.7,254679.6,5220.3,64.1,28.7,12.5,17.7,179.7,6.7,64.1,24.3,53.1,13.3,7.8,11.0,10.0,0.9,145.3,33.1,17.2,11.0,4.7,6.6,19.2,17.0,12.5,4.4,4.7,6.6,1.6,2.2,47.5,3.5,4.8,2.1,16494.1,15.4,14.3,10.8,0.0,0.0,4.7,2.2
1,HOT,2024-01-30 11:35:41,144.9,25.3,256009.3,1979.0,25.0,7.5,9.0,1.2,32.6,21.4,400.0,43.9,45.1,9.8,2.1,2.1,55.8,5.3,464.0,27.8,46.4,41.5,7.9,8.4,4.2,7.2,12.5,4.2,4.9,1.2,1.4,2.4,133.0,11.5,0.7,1.2,16719.6,145.3,6.9,3.2,0.0,0.0,0.0,0.0
1,HOT,2024-01-30 11:53:55,167.6,18.9,255768.3,1555.9,32.6,6.7,18.1,3.2,36.1,12.2,333.3,34.8,41.0,14.6,2.3,0.2,37.8,8.0,461.9,24.3,20.2,21.9,0.0,0.0,2.1,2.1,10.4,4.2,3.6,1.0,1.4,1.2,132.4,17.9,1.4,2.4,17099.6,122.4,2.8,2.4,0.0,0.0,0.7,1.2
1,HOT,2024-01-31 08:26:35,167.7,17.2,252538.5,3158.4,14.6,4.2,7.6,2.4,83.3,6.2,47.9,2.1,33.3,5.5,6.2,4.2,5.1,4.4,23.6,6.7,11.8,3.2,0.7,1.2,0.0,0.0,0.7,1.2,4.6,4.1,0.7,1.2,149.9,29.1,0.0,0.0,16252.7,426.0,3.5,3.2,0.0,0.0,0.0,0.0
1,HOT,2024-02-01 10:58:33,241.7,50.7,235689.3,4886.3,25.7,10.3,6.9,1.2,28.5,2.4,22.9,2.1,36.1,3.2,2.8,1.2,1.4,1.2,29.2,3.6,8.3,4.2,0.0,0.0,0.0,0.0,2.1,0.0,1.4,2.4,1.4,2.4,139.3,26.7,4.9,1.2,16235.4,262.7,3.5,6.0,0.0,0.0,0.0,0.0
1,HOT,2024-02-01 16:53:32,172.9,2.9,244492.6,686.0,32.8,6.6,21.9,4.4,43.8,17.7,60.9,11.0,32.8,2.2,1.6,2.2,3.1,0.0,32.8,2.2,37.0,12.5,3.1,4.4,4.7,6.6,3.1,4.4,4.7,2.2,1.6,2.2,16.7,23.6,3.1,4.4,16940.5,132.7,6.3,4.4,5.0,7.1,0.0,0.0
1,HOT,2024-02-02 12:04:52,135.1,26.1,229992.5,2489.0,17.4,9.4,10.4,6.2,21.5,9.4,31.2,9.1,81.2,35.0,2.8,3.2,36.7,8.7,536.9,23.3,15.0,5.7,0.0,0.0,0.0,0.0,2.1,2.1,5.8,8.3,2.6,4.4,126.2,20.8,0.7,1.2,15461.6,433.3,2.1,2.1,0.7,1.2,0.0,0.0
1,HOT,2024-02-02 12:04:52,135.1,26.1,229992.5,2489.0,17.4,9.4,10.4,6.2,21.5,9.4,31.2,9.1,81.2,35.0,2.8,3.2,36.7,8.7,536.9,23.3,15.0,5.7,0.0,0.0,0.0,0.0,2.1,2.1,5.8,8.3,2.6,4.4,126.2,20.8,0.7,1.2,15461.6,433.3,2.1,2.1,0.7,1.2,0.0,0.0
1,HOT,2024-02-05 10:22:39,158.45,19.5,256618.9,2588.2,26.65,16.85,9.9,5.300000000000000,18.55,6.9,23.4,11.2,55.45,18.6,4.55,6.0,20.700000000000000,7.6500000000000000,276.25,13.850000000000000,17.8,10.8,0.0,0.0,0.0,0.0,1.85,2.1500000000000000,4.45,6.3500000000000000,2.85,2.2,81.45,12.75,1.9500000000000000,0.65,16589.6,367.4,1.85,2.1500000000000000,0.35,0.6,0.0,0.0
1,HOT,2024-02-05 11:59:18,181.8,12.9,224390.8,3020.3,35.9,24.3,9.4,4.4,15.6,4.4,15.6,13.3,29.7,2.2,6.3,8.8,4.7,6.6,15.6,4.4,20.6,15.9,0.0,0.0,0.0,0.0,1.6,2.2,3.1,4.4,3.1,0.0,36.7,4.7,3.2,0.1,15180.8,553.6,1.6,2.2,0.0,0.0,0.0,0.0
1,HOT,2024-02-05 17:08:10,177.1,11.2,227813.8,2646.8,40.3,8.7,11.1,4.3,14.6,12.7,27.1,10.8,71.5,14.6,2.1,3.6,0.7,1.2,16.0,4.3,9.0,4.3,0.7,1.2,0.0,0.0,0.7,1.2,1.4,2.4,5.6,4.3,136.9,9.4,0.0,0.0,15838.7,94.0,2.8,2.4,0.0,0.0,0.0,0.0
1,HOT,2024-02-07 13:59:37,224.3,25.0,214810.2,5828.6,36.1,15.1,16.0,7.9,43.7,4.2,33.3,13.0,52.8,6.4,2.8,1.2,4.2,4.2,29.9,7.3,6.2,2.1,3.5,3.2,0.0,0.0,2.1,2.1,2.8,3.2,1.4,1.2,122.1,19.4,1.5,1.3,15009.4,62.8,4.9,4.3,0.0,0.0,0.0,0.0
1,HOT,2024-02-08 11:07:04,197.6,53.6,209511.7,1655.4,18.7,7.5,9.7,4.3,30.6,14.8,109.0,6.4,42.4,8.4,2.1,2.1,8.3,2.1,34.0,6.4,11.8,5.2,0.7,1.2,2.1,2.1,7.6,4.3,4.9,2.4,1.4,1.2,142.7,17.5,0.7,1.2,14511.1,325.6,1.4,2.4,0.0,0.0,0.0,0.0
1,HOT,2024-02-09 14:53:22,200.0,64.8,234945.3,80.3,46.9,4.4,179.7,2.2,128.1,26.5,142.2,28.7,21.9,0.0,3.1,4.4,6.3,4.4,20.3,24.3,14.1,11.0,1.6,2.2,9.4,4.4,4.7,2.2,7.8,6.6,4.7,2.2,20.0,28.3,0.0,0.0,15817.8,573.4,4.7,2.2,0.0,0.0,0.0,0.0
1,HOT,2024-02-12 17:11:39,350.3,30.6,250213.8,899.4,22.2,11.5,22.2,9.8,70.1,19.7,91.0,4.3,27.8,12.0,5.6,1.2,4.2,5.5,48.6,22.9,8.3,5.5,1.4,1.2,0.7,1.3,6.2,2.1,5.6,5.2,0.0,0.0,149.6,37.0,0.0,0.0,16514.3,446.0,9.7,6.4,2.1,3.6,0.7,1.2
1,HOT,2024-02-13 07:58:47,318.6,50.5,238898.4,1012.9,19.4,7.9,8.3,4.2,72.9,10.8,153.5,19.4,45.8,6.3,4.2,3.6,3.5,4.3,42.4,15.4,10.0,1.4,0.7,1.2,0.0,0.0,6.2,3.6,4.9,6.7,0.7,1.2,166.5,50.9,4.9,3.2,15178.3,55.5,2.1,0.0,0.0,0.0,0.0,0.0
1,HOT,2024-02-13 14:46:37,304.6,25.7,271191.3,3023.1,42.2,19.9,10.9,6.6,114.1,50.8,62297.5,1551.9,95.3,6.6,0.0,0.0,3.1,4.4,68.8,4.4,21.9,4.4,1.6,2.2,1.6,2.2,6.3,0.0,4.7,2.2,0.0,0.0,39.1,23.2,1.6,2.2,16945.1,2.2,6.3,4.4,1.8,2.5,0.0,0.0
1,HOT,2024-02-14 08:57:14,274.1,17.0,233383.8,1662.8,13.2,9.4,3.5,4.3,68.1,6.4,796.2,60.1,24.3,4.3,0.7,1.2,10.4,2.1,91.7,25.3,12.5,4.2,2.8,1.2,2.8,4.8,8.3,2.1,3.5,6.0,5.5,4.2,172.2,42.2,2.1,2.1,15667.6,194.3,3.5,1.2,0.0,0.0,0.0,0.0
1,HOT,2024-02-14 13:56:19,241.7,30.6,231385.0,1247.2,22.2,9.8,16.0,10.5,40.3,8.4,437.5,49.0,25.7,8.7,13.9,6.7,6.2,0.0,68.7,18.5,7.6,3.2,0.7,1.2,0.0,0.0,2.8,2.4,7.6,2.4,4.2,2.1,164.8,28.4,0.0,0.0,16132.3,149.2,2.1,2.1,0.0,0.0,0.0,0.0
1,HOT,2024-02-19 14:33:33,303.8,32.6,241306.0,4397.0,46.9,17.7,37.5,30.9,109.4,61.9,1934.3,126.0,32.8,2.2,4.8,2.1,1.6,2.2,57.8,6.6,4.7,2.2,0.0,0.0,1.6,2.2,0.0,0.0,1.6,2.2,0.0,0.0,27.3,12.9,3.1,4.4,15896.2,86.5,6.3,4.4,0.0,0.0,0.0,0.0
1,HOT,2024-02-20 10:07:53,322.2,27.4,233252.2,2238.4,5.6,1.2,6.2,2.1,72.2,12.6,66.7,2.1,28.5,13.6,0.7,1.2,104.2,16.5,1143.7,31.3,9.7,3.2,0.0,0.0,5.6,4.3,4.9,2.4,4.2,3.6,34.8,9.0,172.3,13.1,0.0,0.0,15353.8,471.0,2.8,2.4,0.7,1.2,0.0,0.0
